grid_id,row,col,centroid_lat,centroid_lon,elevation_m,slope_deg,distance_to_river_m,road_density_km_per_km2,building_density_count_per_km2,susceptibility,flood_polygon_intersection,flood_polygon_source
G0901,9,1,-2.008665,29.983371,1431.0,3.95,36,6.81,0,0.716195665304567,0,official
G0902,9,2,-2.008665,29.985618,1415.0,1.17,74,3.48,0,0.7663454842494882,0,official
G0903,9,3,-2.008665,29.987865,1433.0,8.31,201,0.0,0,0.57578872846421,0,official
G0904,9,4,-2.008665,29.990112,1458.0,12.31,303,0.0,0,0.4428863114075314,0,official
G0905,9,5,-2.008665,29.992359,1469.0,10.96,284,0.61,0,0.44454640643587867,0,official
G0906,9,6,-2.008665,29.994606,1491.0,9.52,174,15.57,0,0.4799906703276925,0,official
G0907,9,7,-2.008665,29.996854,1494.0,2.6,325,8.62,0,0.5314098753269149,0,official
G0908,9,8,-2.008665,29.999101,1474.0,9.62,553,3.58,0,0.35591915090204623,0,official
G0909,9,9,-2.008665,30.001348,1410.0,12.0,430,0.0,0,0.48119727535488327,0,official
G0910,9,10,-2.008665,30.003595,1368.0,7.14,295,4.17,0,0.6858512020186673,0,official
G0911,9,11,-2.008665,30.005842,1353.0,2.51,262,0.0,0,0.8299359749308155,1,official
G0912,9,12,-2.008665,30.008089,1353.0,0.36,139,0.0,0,0.8990746102333845,1,official
G0913,9,13,-2.008665,30.010336,1352.0,0.26,95,5.65,0,0.9330129013724217,1,official
G0914,9,14,-2.008665,30.012584,1351.0,0.0,317,0.0,0,0.8908348577244273,1,official
G0915,9,15,-2.008665,30.014831,1352.0,0.16,295,0.0,0,0.8648993464469349,1,official
G0916,9,16,-2.008665,30.017078,1352.0,0.69,196,0.0,0,0.888369415913884,1,official
G0917,9,17,-2.008665,30.019325,1352.0,2.39,38,2.66,0,0.9301133956572254,1,official
G0918,9,18,-2.008665,30.021572,1372.0,10.11,219,6.81,0,0.6587210501310361,0,official
G0919,9,19,-2.008665,30.023819,1434.0,13.94,467,4.09,224,0.4583919386073599,0,official
G0920,9,20,-2.008665,30.026067,1494.0,13.3,696,6.07,912,0.31488145771369763,0,official
G0921,9,21,-2.008665,30.028314,1532.0,15.59,830,8.11,1200,0.21154440168844937,0,official
G0922,9,22,-2.008665,30.030561,1587.0,13.65,735,4.95,0,0.16499188413709992,0,official
G0923,9,23,-2.008665,30.032808,1610.0,13.82,486,9.14,0,0.25132660298423437,0,official
G0924,9,24,-2.008665,30.035055,1546.0,17.88,238,5.84,864,0.4174509899525913,0,official
G0925,9,25,-2.008665,30.037302,1499.0,14.15,49,2.83,1376,0.5470492981582902,0,official
G0926,9,26,-2.008665,30.039549,1462.0,11.22,240,7.69,752,0.5433562814283044,0,official
G1000,10,0,-2.006419,29.981124,1499.0,13.21,199,1.78,0,0.41961860783329685,0,official
G1001,10,1,-2.006419,29.983371,1457.0,8.35,209,1.39,0,0.5331956610591287,0,official
G1002,10,2,-2.006419,29.985618,1454.0,9.48,160,0.0,0,0.5395488951632749,0,official
G1003,10,3,-2.006419,29.987865,1433.0,8.37,17,1.01,0,0.6438500516335354,0,official
G1004,10,4,-2.006419,29.990112,1400.0,2.97,107,0.0,0,0.7592886652329093,0,official
G1005,10,5,-2.006419,29.992359,1426.0,10.74,163,4.89,0,0.5704733110520723,0,official
G1006,10,6,-2.006419,29.994606,1442.0,10.03,56,6.31,0,0.585478619779703,0,official
G1007,10,7,-2.006419,29.996854,1491.0,4.6,286,10.48,0,0.5206321226072291,0,official
G1008,10,8,-2.006419,29.999101,1478.0,9.67,509,0.0,0,0.3650602228289054,0,official
G1009,10,9,-2.006419,30.001348,1412.0,14.01,275,4.34,64,0.5579020536214295,0,official
G1010,10,10,-2.006419,30.003595,1355.0,7.36,80,0.0,0,0.7994250390033563,1,official
G1011,10,11,-2.006419,30.005842,1350.0,0.36,36,0.0,0,0.9911842830271621,1,official
G1012,10,12,-2.006419,30.008089,1352.0,0.26,46,0.0,0,0.951394877351217,1,official
G1013,10,13,-2.006419,30.010336,1351.0,0.16,202,5.23,0,0.9223977618049237,1,official
G1014,10,14,-2.006419,30.012584,1351.0,0.11,150,0.0,0,0.9478552109989272,1,official
G1015,10,15,-2.006419,30.014831,1350.0,0.7,84,0.0,0,0.9693179600437357,1,official
G1016,10,16,-2.006419,30.017078,1357.0,1.38,61,0.0,0,0.8841767239599289,1,official
G1017,10,17,-2.006419,30.019325,1358.0,4.73,157,5.89,0,0.8007074186718751,0,official
G1018,10,18,-2.006419,30.021572,1392.0,8.13,290,2.7,0,0.6158278431024944,0,official
G1019,10,19,-2.006419,30.023819,1409.0,15.42,500,0.0,0,0.43067077024729933,0,official
G1020,10,20,-2.006419,30.026067,1522.0,17.86,524,1.14,1280,0.33082462235861365,0,official
G1021,10,21,-2.006419,30.028314,1566.0,14.21,599,7.1,208,0.2674871855304141,0,official
G1022,10,22,-2.006419,30.030561,1634.0,14.17,684,3.56,0,0.16582373274631357,0,official
G1023,10,23,-2.006419,30.032808,1666.0,10.87,567,8.37,0,0.23058879469304777,0,official
G1024,10,24,-2.006419,30.035055,1598.0,16.3,377,8.97,560,0.34887120871102184,0,official
G1025,10,25,-2.006419,30.037302,1550.0,16.32,296,0.0,656,0.3936986631629364,0,official
G1026,10,26,-2.006419,30.039549,1494.0,15.33,398,1.73,256,0.39121482445305567,0,official
G1100,11,0,-2.004174,29.981124,1530.0,10.44,449,23.42,0,0.32309921113323736,0,official
G1101,11,1,-2.004174,29.983371,1489.0,9.91,453,0.7,0,0.3731067435699942,0,official
G1102,11,2,-2.004174,29.985618,1495.0,8.11,349,1.01,0,0.4308561543867792,0,official
G1103,11,3,-2.004174,29.987865,1483.0,10.51,247,4.84,0,0.4461888764627625,0,official
G1104,11,4,-2.004174,29.990112,1433.0,11.49,136,0.0,0,0.5538591098550902,0,official
G1105,11,5,-2.004174,29.992359,1384.0,5.6,31,0.83,0,0.7804182116953078,0,official
G1106,11,6,-2.004174,29.994606,1431.0,10.82,188,1.47,0,0.5478920819873899,0,official
G1107,11,7,-2.004174,29.996854,1476.0,7.29,399,7.46,0,0.4473651201735638,0,official
G1108,11,8,-2.004174,29.999101,1442.0,14.77,339,0.0,0,0.4301048404557851,0,official
G1109,11,9,-2.004174,30.001348,1389.0,12.33,222,4.97,0,0.5922576842111763,0,official
G1110,11,10,-2.004174,30.003595,1350.0,4.25,14,0.0,16,0.9862508264131616,1,official
G1111,11,11,-2.004174,30.005842,1352.0,0.26,236,0.0,0,0.8801178276375204,1,official
G1112,11,12,-2.004174,30.008089,1351.0,0.11,259,3.56,0,0.9069646930052802,1,official
G1113,11,13,-2.004174,30.010336,1351.0,0.0,191,0.0,0,0.9381027959556154,1,official
G1114,11,14,-2.004174,30.012584,1351.0,3.56,49,2.54,0,0.9321941750270711,1,official
G1115,11,15,-2.004174,30.014831,1353.0,6.38,167,6.8,0,0.8039834819000885,1,official
G1116,11,16,-2.004174,30.017078,1361.0,5.77,26,4.27,0,0.8235422161882678,0,official
G1117,11,17,-2.004174,30.019325,1374.0,9.48,162,9.9,16,0.7195996062806242,0,official
G1118,11,18,-2.004174,30.021572,1422.0,12.34,220,4.78,80,0.5795479997617408,0,official
G1119,11,19,-2.004174,30.023819,1480.0,12.73,250,6.15,240,0.47881790015732556,0,official
G1120,11,20,-2.004174,30.026067,1530.0,12.82,286,11.56,640,0.4297572291130546,0,official
G1121,11,21,-2.004174,30.028314,1591.0,15.48,362,5.57,80,0.33438075586555543,0,official
G1122,11,22,-2.004174,30.030561,1664.0,14.04,477,0.0,0,0.2357753051601759,0,official
G1123,11,23,-2.004174,30.032808,1699.0,8.0,671,6.36,0,0.2261164184093012,0,official
G1124,11,24,-2.004174,30.035055,1635.0,13.27,594,6.26,384,0.271340885667902,0,official
G1125,11,25,-2.004174,30.037302,1602.0,13.8,546,1.85,1488,0.31133072749187607,0,official
G1126,11,26,-2.004174,30.039549,1541.0,17.98,607,0.0,32,0.24322669264017252,0,official
G1200,12,0,-2.001928,29.981124,1541.0,1.38,670,39.52,0,0.37614326115788027,0,official
G1201,12,1,-2.001928,29.983371,1537.0,4.3,697,18.28,0,0.3282879086443428,0,official
G1202,12,2,-2.001928,29.985618,1525.0,5.12,571,14.02,0,0.36930025785248494,0,official
G1203,12,3,-2.001928,29.987865,1502.0,11.79,455,6.06,0,0.3335203470349922,0,official
G1204,12,4,-2.001928,29.990112,1423.0,14.16,267,4.09,0,0.5008720516235006,0,official
G1205,12,5,-2.001928,29.992359,1377.0,0.87,41,9.27,0,0.8543068492170833,0,official
G1206,12,6,-2.001928,29.994606,1416.0,8.7,239,4.53,0,0.5855908022707691,0,official
G1207,12,7,-2.001928,29.996854,1428.0,10.91,289,4.0,0,0.5134279997463029,0,official
G1208,12,8,-2.001928,29.999101,1379.0,12.94,104,5.61,0,0.656818965119093,0,official
G1209,12,9,-2.001928,30.001348,1353.0,5.14,33,2.57,0,0.8774094952958614,1,official
G1210,12,10,-2.001928,30.003595,1352.0,0.26,11,1.22,0,0.9645248601932137,1,official
G1211,12,11,-2.001928,30.005842,1352.0,0.0,223,0.0,0,0.9034880649793922,1,official
G1212,12,12,-2.001928,30.008089,1352.0,0.11,208,4.37,0,0.903486778482935,1,official
G1213,12,13,-2.001928,30.010336,1351.0,3.44,8,0.7,0,0.9496655688134733,1,official
G1214,12,14,-2.001928,30.012584,1382.0,6.99,147,10.13,0,0.7169449208412298,0,official
G1215,12,15,-2.001928,30.014831,1405.0,5.47,333,1.64,0,0.6288841096974945,0,official
G1216,12,16,-2.001928,30.017078,1403.0,5.6,182,7.39,0,0.6861899365358433,0,official
G1217,12,17,-2.001928,30.019325,1415.0,7.08,82,3.13,0,0.6753801500543738,0,official
G1218,12,18,-2.001928,30.021572,1419.0,4.87,30,0.0,0,0.7259725237805654,0,official
G1219,12,19,-2.001928,30.023819,1442.0,9.27,24,0.0,64,0.6502295302654082,0,official
G1220,12,20,-2.001928,30.026067,1497.0,18.41,40,6.12,32,0.491616610161598,0,official
G1221,12,21,-2.001928,30.028314,1601.0,22.36,126,4.79,0,0.3637515986326601,0,official
G1222,12,22,-2.001928,30.030561,1697.0,15.08,336,5.55,96,0.3183562846445455,0,official
G1223,12,23,-2.001928,30.032808,1730.0,5.25,579,15.12,96,0.34512017099081715,0,official
G1224,12,24,-2.001928,30.035055,1665.0,11.93,826,9.04,272,0.18048052958369365,0,official
G1225,12,25,-2.001928,30.037302,1629.0,8.58,796,9.43,960,0.2689567504334528,0,official
G1226,12,26,-2.001928,30.039549,1601.0,10.34,839,9.15,1920,0.2370660470556663,0,official
G1300,13,0,-1.999682,29.981124,1521.0,6.07,428,24.97,0,0.4136828418295061,0,official
G1301,13,1,-1.999682,29.983371,1523.0,5.6,560,19.72,0,0.3674767777740755,0,official
G1302,13,2,-1.999682,29.985618,1523.0,4.5,754,20.44,0,0.31351416927900494,0,official
G1303,13,3,-1.999682,29.987865,1505.0,8.93,531,10.6,0,0.34178724461919635,0,official
G1304,13,4,-1.999682,29.990112,1450.0,13.29,289,4.67,0,0.45194955029873096,0,official
G1305,13,5,-1.999682,29.992359,1387.0,8.65,90,6.45,0,0.6949731051483146,0,official
G1306,13,6,-1.999682,29.994606,1374.0,6.73,186,6.75,0,0.719440852617808,0,official
G1307,13,7,-1.999682,29.996854,1387.0,8.8,229,4.24,0,0.6412201955757645,0,official
G1308,13,8,-1.999682,29.999101,1355.0,4.96,43,2.34,0,0.8562421258376216,1,official
G1309,13,9,-1.999682,30.001348,1353.0,0.36,15,0.0,0,0.9455922637307445,1,official
G1310,13,10,-1.999682,30.003595,1352.0,0.11,150,2.82,0,0.9252450357639582,1,official
G1311,13,11,-1.999682,30.005842,1352.0,2.18,42,5.19,0,0.9324723155611139,1,official
G1312,13,12,-1.999682,30.008089,1351.0,3.89,74,2.0,0,0.9189561264826712,1,official
G1313,13,13,-1.999682,30.010336,1352.0,4.38,30,3.13,0,0.9041683643059499,1,official
G1314,13,14,-1.999682,30.012584,1380.0,5.72,221,6.61,160,0.7650233518404426,0,official
G1315,13,15,-1.999682,30.014831,1396.0,5.46,265,13.56,64,0.7090055652550241,0,official
G1316,13,16,-1.999682,30.017078,1409.0,4.63,275,12.35,144,0.7053184664087413,0,official
G1317,13,17,-1.999682,30.019325,1434.0,5.26,274,13.71,432,0.6617758359686142,0,official
G1318,13,18,-1.999682,30.021572,1455.0,8.07,273,5.14,224,0.5698609387384538,0,official
G1319,13,19,-1.999682,30.023819,1504.0,14.37,252,5.33,112,0.43112657594207887,0,official
G1320,13,20,-1.999682,30.026067,1579.0,15.21,216,12.64,224,0.40563477729266856,0,official
G1321,13,21,-1.999682,30.028314,1639.0,13.94,161,9.31,704,0.4360128181361007,0,official
G1322,13,22,-1.999682,30.030561,1703.0,10.87,351,4.14,0,0.3015366299633516,0,official
G1323,13,23,-1.999682,30.032808,1732.0,4.23,588,9.48,48,0.350572471625999,0,official
G1324,13,24,-1.999682,30.035055,1666.0,10.23,832,5.43,64,0.18134942929087414,0,official
G1325,13,25,-1.999682,30.037302,1642.0,6.35,1046,2.43,1408,0.2275008172468744,0,official
G1326,13,26,-1.999682,30.039549,1613.0,6.65,1079,10.21,1296,0.23245382860702415,0,official
G1400,14,0,-1.997436,29.981124,1488.0,7.97,206,35.26,0,0.4962407930272921,0,official
G1401,14,1,-1.997436,29.983371,1488.0,6.51,416,15.27,0,0.44158270454746906,0,official
G1402,14,2,-1.997436,29.985618,1490.0,10.78,593,19.09,0,0.3056956157101287,0,official
G1403,14,3,-1.997436,29.987865,1473.0,10.62,605,14.55,0,0.32280704778781144,0,official
G1404,14,4,-1.997436,29.990112,1418.0,11.2,377,0.58,0,0.49458301369256774,0,official
G1405,14,5,-1.997436,29.992359,1380.0,6.99,169,4.55,0,0.7129693894892467,0,official
G1406,14,6,-1.997436,29.994606,1357.0,3.48,45,4.19,0,0.8633233882868872,1,official
G1407,14,7,-1.997436,29.996854,1353.0,3.93,21,3.03,0,0.9012086505565577,1,official
G1408,14,8,-1.997436,29.999101,1352.0,0.26,110,0.0,0,0.9273857658687086,1,official
G1409,14,9,-1.997436,30.001348,1352.0,0.11,120,0.0,0,0.9364993067713839,1,official
G1410,14,10,-1.997436,30.003595,1352.0,2.19,33,0.87,0,0.935526972749046,1,official
G1411,14,11,-1.997436,30.005842,1371.0,5.33,195,12.54,448,0.813822220855677,0,official
G1412,14,12,-1.997436,30.008089,1386.0,6.19,145,10.04,240,0.775523221325377,0,official
G1413,14,13,-1.997436,30.010336,1376.0,7.34,128,7.42,0,0.7281411708584368,0,official
G1414,14,14,-1.997436,30.012584,1358.0,1.91,65,7.31,128,0.9218982152306,0,official
G1415,14,15,-1.997436,30.014831,1367.0,5.17,19,4.77,496,0.8933394090272685,0,official
G1416,14,16,-1.997436,30.017078,1389.0,5.83,25,6.01,320,0.8210227415265232,0,official
G1417,14,17,-1.997436,30.019325,1414.0,4.76,33,7.26,416,0.8007343064478303,0,official
G1418,14,18,-1.997436,30.021572,1430.0,7.05,47,0.0,32,0.6997991393081403,0,official
G1419,14,19,-1.997436,30.023819,1474.0,9.52,49,0.0,0,0.5464382123411288,0,official
G1420,14,20,-1.997436,30.026067,1513.0,13.8,120,0.97,0,0.431581609738984,0,official
G1421,14,21,-1.997436,30.028314,1596.0,22.64,342,2.76,16,0.31924126555744076,0,official
G1422,14,22,-1.997436,30.030561,1721.0,15.25,508,9.49,0,0.20179301584230333,0,official
G1423,14,23,-1.997436,30.032808,1729.0,5.72,693,12.17,0,0.25057245876103446,0,official
G1424,14,24,-1.997436,30.035055,1671.0,9.49,910,0.0,112,0.16807304315205007,0,official
G1425,14,25,-1.997436,30.037302,1646.0,7.38,1140,3.83,480,0.19403582815443465,0,official
G1426,14,26,-1.997436,30.039549,1607.0,8.94,1323,11.31,368,0.1777938103825153,0,official
G1500,15,0,-1.99519,29.981124,1451.0,4.85,95,16.89,0,0.6444678272322741,0,official
G1501,15,1,-1.99519,29.983371,1466.0,11.36,284,9.61,0,0.4452218170758991,0,official
G1502,15,2,-1.99519,29.985618,1429.0,12.3,366,5.01,0,0.46998854632204173,0,official
G1503,15,3,-1.99519,29.987865,1445.0,9.54,402,14.59,0,0.4575286994845909,0,official
G1504,15,4,-1.99519,29.990112,1416.0,8.21,379,2.05,0,0.5417547219887587,0,official
G1505,15,5,-1.99519,29.992359,1393.0,6.82,190,4.84,0,0.6749873826859962,0,official
G1506,15,6,-1.99519,29.994606,1360.0,4.6,136,2.52,0,0.8045329445369508,0,official
G1507,15,7,-1.99519,29.996854,1353.0,0.81,62,0.0,0,0.923136210771346,1,official
G1508,15,8,-1.99519,29.999101,1353.0,0.26,279,2.67,0,0.8499317320654997,1,official
G1509,15,9,-1.99519,30.001348,1352.0,0.11,131,1.3,0,0.9323727407353279,1,official
G1510,15,10,-1.99519,30.003595,1354.0,3.84,96,3.97,112,0.9120216532791701,1,official
G1511,15,11,-1.99519,30.005842,1384.0,6.17,310,6.42,496,0.7321181173565225,0,official
G1512,15,12,-1.99519,30.008089,1405.0,4.45,394,5.32,144,0.672737429032031,0,official
G1513,15,13,-1.99519,30.010336,1410.0,6.71,250,4.79,816,0.7016551677469163,0,official
G1514,15,14,-1.99519,30.012584,1366.0,7.81,21,0.0,16,0.8177954365140372,0,official
G1515,15,15,-1.99519,30.014831,1363.0,2.83,229,6.66,176,0.8378290166445626,0,official
G1516,15,16,-1.99519,30.017078,1389.0,9.12,225,4.29,384,0.6945344098564155,0,official
G1517,15,17,-1.99519,30.019325,1441.0,10.24,219,7.91,624,0.5934152737233486,0,official
G1518,15,18,-1.99519,30.021572,1470.0,11.08,233,8.21,560,0.5287914690876129,0,official
G1519,15,19,-1.99519,30.023819,1516.0,14.45,190,6.01,192,0.44800116402199447,0,official
G1520,15,20,-1.99519,30.026067,1565.0,19.48,179,2.85,0,0.35465954222081963,0,official
G1521,15,21,-1.99519,30.028314,1624.0,22.49,366,1.31,0,0.2666577812644691,0,official
G1522,15,22,-1.99519,30.030561,1733.0,13.14,601,10.48,0,0.1761032253881328,0,official
G1523,15,23,-1.99519,30.032808,1735.0,7.39,845,5.89,0,0.1584294657090159,0,official
G1524,15,24,-1.99519,30.035055,1676.0,9.56,1014,0.0,32,0.12052863683221349,0,official
G1525,15,25,-1.99519,30.037302,1652.0,6.18,1201,8.23,832,0.22368957149247354,0,official
G1526,15,26,-1.99519,30.039549,1623.0,6.83,1408,6.58,416,0.21113014982923692,0,official
G1600,16,0,-1.992945,29.981124,1458.0,15.34,77,6.64,0,0.503225053643686,0,official
G1601,16,1,-1.992945,29.983371,1390.0,10.67,72,3.7,0,0.6617638715515624,0,official
G1602,16,2,-1.992945,29.985618,1383.0,1.37,130,0.0,0,0.8063817685955667,0,official
G1603,16,3,-1.992945,29.987865,1390.0,3.24,155,2.44,0,0.7501104135584377,0,official
G1604,16,4,-1.992945,29.990112,1368.0,5.6,147,3.88,0,0.7680670738084888,0,official
G1605,16,5,-1.992945,29.992359,1359.0,3.24,53,1.85,0,0.8577331752314953,0,official
G1606,16,6,-1.992945,29.994606,1353.0,0.99,98,0.0,0,0.9080229649909578,1,official
G1607,16,7,-1.992945,29.996854,1352.0,0.16,40,0.0,0,0.960560650010054,1,official
G1608,16,8,-1.992945,29.999101,1354.0,0.11,211,3.02,0,0.878529004512901,1,official
G1609,16,9,-1.992945,30.001348,1352.0,0.92,84,4.41,0,0.927973180151058,1,official
G1610,16,10,-1.992945,30.003595,1362.0,4.52,194,7.79,272,0.836260777463258,0,official
G1611,16,11,-1.992945,30.005842,1389.0,6.06,427,2.5,432,0.6724668788270858,0,official
G1612,16,12,-1.992945,30.008089,1415.0,3.64,563,9.96,464,0.6174754591152071,0,official
G1613,16,13,-1.992945,30.010336,1420.0,3.97,331,9.28,800,0.6998288573763011,0,official
G1614,16,14,-1.992945,30.012584,1408.0,7.93,145,4.33,208,0.7029165775231829,0,official
G1615,16,15,-1.992945,30.014831,1376.0,2.52,101,4.88,128,0.8632209831688955,0,official
G1616,16,16,-1.992945,30.017078,1408.0,9.34,202,8.14,896,0.6849105158091761,0,official
G1617,16,17,-1.992945,30.019325,1454.0,10.22,327,11.82,400,0.5286011962615956,0,official
G1618,16,18,-1.992945,30.021572,1493.0,12.79,412,7.56,800,0.42455772503170897,0,official
G1619,16,19,-1.992945,30.023819,1561.0,18.16,378,15.91,784,0.35672964367007076,0,official
G1620,16,20,-1.992945,30.026067,1653.0,17.42,359,7.65,16,0.30128537720526394,0,official
G1621,16,21,-1.992945,30.028314,1717.0,11.9,432,10.22,0,0.25839770211148805,0,official
G1622,16,22,-1.992945,30.030561,1757.0,5.86,521,10.97,0,0.3047084869785331,0,official
G1623,16,23,-1.992945,30.032808,1760.0,9.82,661,5.64,64,0.22874215767840908,0,official
G1624,16,24,-1.992945,30.035055,1685.0,11.94,852,9.49,240,0.16074039929505143,0,official
G1625,16,25,-1.992945,30.037302,1657.0,7.23,1068,18.65,320,0.18869686785713044,0,official
G1626,16,26,-1.992945,30.039549,1622.0,8.49,1296,9.77,432,0.1840654806112762,0,official
G1700,17,0,-1.990699,29.981124,1433.0,7.97,323,9.61,0,0.5348457214151101,0,official
G1701,17,1,-1.990699,29.983371,1409.0,2.76,199,0.0,0,0.7113155982935397,0,official
G1702,17,2,-1.990699,29.985618,1417.0,1.72,118,4.79,0,0.74059252681927,0,official
G1703,17,3,-1.990699,29.987865,1421.0,6.46,103,4.41,0,0.6666176940348634,0,official
G1704,17,4,-1.990699,29.990112,1378.0,7.34,110,4.6,0,0.7318383043770855,0,official
G1705,17,5,-1.990699,29.992359,1369.0,3.64,181,1.54,0,0.7836312365971192,0,official
G1706,17,6,-1.990699,29.994606,1355.0,1.72,109,0.0,0,0.8777966020798273,1,official
G1707,17,7,-1.990699,29.996854,1354.0,0.16,118,0.0,0,0.9074671985214553,1,official
G1708,17,8,-1.990699,29.999101,1354.0,0.23,200,0.0,0,0.873006847120094,1,official
G1709,17,9,-1.990699,30.001348,1352.0,1.64,53,0.31,16,0.9691920120405777,1,official
G1710,17,10,-1.990699,30.003595,1368.0,4.39,285,6.13,96,0.7811850922334338,0,official
G1711,17,11,-1.990699,30.005842,1382.0,5.62,521,3.29,880,0.675701902818315,0,official
G1712,17,12,-1.990699,30.008089,1412.0,7.42,638,7.4,656,0.5344546264921267,0,official
G1713,17,13,-1.990699,30.010336,1444.0,3.55,395,11.76,1264,0.6396370330355566,0,official
G1714,17,14,-1.990699,30.012584,1420.0,6.73,176,11.64,640,0.7073201262464703,0,official
G1715,17,15,-1.990699,30.014831,1385.0,3.48,53,7.55,320,0.8625414557402121,0,official
G1716,17,16,-1.990699,30.017078,1415.0,5.36,35,2.6,128,0.7698800046159492,0,official
G1717,17,17,-1.990699,30.019325,1411.0,1.96,128,3.56,80,0.7858244557573225,0,official
G1718,17,18,-1.990699,30.021572,1432.0,10.01,164,7.68,240,0.6214454585324238,0,official
G1719,17,19,-1.990699,30.023819,1480.0,16.69,133,3.95,0,0.44125825014096787,0,official
G1720,17,20,-1.990699,30.026067,1548.0,22.54,109,1.67,0,0.3829135774134448,0,official
G1721,17,21,-1.990699,30.028314,1641.0,26.86,234,3.05,0,0.3093742236797941,0,official
G1722,17,22,-1.990699,30.030561,1761.0,16.9,307,8.84,0,0.2577222914714676,0,official
G1723,17,23,-1.990699,30.032808,1783.0,7.55,509,2.75,0,0.27334910663756273,0,official
G1724,17,24,-1.990699,30.035055,1700.0,14.16,741,14.61,800,0.19860211867955543,0,official
G1725,17,25,-1.990699,30.037302,1659.0,11.67,982,9.61,320,0.12829431539669958,0,official
G1726,17,26,-1.990699,30.039549,1597.0,13.93,1226,18.13,1008,0.14029243865566782,0,official
G1800,18,0,-1.988453,29.981124,1407.0,5.72,533,6.45,0,0.5449466483486725,0,official
